"RefSeq.accession.number","Gene.Name","ensembl_gene_id"
"NM_023075","MPPE1 ","ENSG00000154889"
"NM_023077","SELRC1 ","ENSG00000162377"
"NM_023079","UBE2Z ","ENSG00000159202"
"NM_023080","C8orf33 ","ENSG00000182307"
"NM_023080","C8orf33 ","ENSG00000291362"
"NM_023923","PHACTR4 ","ENSG00000204138"
"NM_023924","BRD9 ","ENSG00000028310"
"NM_023929","ZBTB10 ","ENSG00000205189"
"NM_023933","FAM173A ","ENSG00000103254"
"NM_023934","FUNDC2 ","ENSG00000165775"
"NM_023935","DDRGK1 ","ENSG00000198171"
"NM_023936","MRPS34 ","ENSG00000074071"
"NM_023947","CHID1 ","ENSG00000177830"
"NM_024026","MRP63 ","ENSG00000173141"
"NM_024031","PRR14 ","ENSG00000156858"
"NM_024033","C7orf49 ","ENSG00000122783"
"NM_024038","C19orf43 ","ENSG00000123144"
"NM_024039","MIS12 ","ENSG00000167842"
"NM_024040","CUEDC2 ","ENSG00000107874"
"NM_024041","SCNM1 ","ENSG00000163156"
"NM_024042","METRN ","ENSG00000103260"
"NM_024047","NUDT9 ","ENSG00000170502"
"NM_024050","DDA1 ","ENSG00000130311"
"NM_024054","C7orf25 ","ENSG00000136197"
"NM_024056","TMEM106C ","ENSG00000134291"
"NM_024063","SPATA5L1 ","ENSG00000171763"
"NM_024066","ERI3 ","ENSG00000117419"
"NM_024067","C7orf26 ","ENSG00000146576"
"NM_024068","NABP2 ","ENSG00000139579"
"NM_024069","KXD1 ","ENSG00000105700"
"NM_024072","DDX54 ","ENSG00000123064"
"NM_024075","TSEN34 ","ENSG00000170892"
"NM_024075","TSEN34 ","ENSG00000274078"
"NM_024075","TSEN34 ","ENSG00000278712"
"NM_024075","TSEN34 ","ENSG00000274672"
"NM_024075","TSEN34 ","ENSG00000278622"
"NM_024075","TSEN34 ","ENSG00000274129"
"NM_024075","TSEN34 ","ENSG00000275165"
"NM_024075","TSEN34 ","ENSG00000274796"
"NM_024075","TSEN34 ","ENSG00000278605"
"NM_024075","TSEN34 ","ENSG00000273896"
"NM_024077","SECISBP2 ","ENSG00000187742"
"NM_024079","ALG8 ","ENSG00000159063"
"NM_024083","ASPSCR1 ","ENSG00000169696"
"NM_024086","METTL16 ","ENSG00000127804"
"NM_024093","C2orf49 ","ENSG00000135974"
"NM_024095","ASB8 ","ENSG00000177981"
"NM_024096","DCTPP1 ","ENSG00000179958"
"NM_024097","C1orf50 ","ENSG00000164008"
"NM_024098","CCDC86 ","ENSG00000110104"
"NM_024100","WDR18 ","ENSG00000065268"
"NM_024102","WDR77 ","ENSG00000116455"
"NM_024107","TMUB2 ","ENSG00000168591"
"NM_024112","C9orf16 ","ENSG00000171159"
"NM_024116","TAF1D ","ENSG00000166012"
"NM_024117","MAPKAP1 ","ENSG00000119487"
"NM_024121","TMEM185B ","ENSG00000226479"
"NM_024292","UBL5 ","ENSG00000198258"
"NM_024293","FAM134A ","ENSG00000144567"
"NM_024295","DERL1 ","ENSG00000136986"
"NM_024297","PHF23 ","ENSG00000040633"
"NM_024300","CHCHD7 ","ENSG00000170791"
"NM_024301","FKRP ","ENSG00000181027"
"NM_024311","MFSD11 ","ENSG00000092931"
"NM_024313","NOL12 ","ENSG00000273899"
"NM_024316","LENG1 ","ENSG00000277808"
"NM_024316","LENG1 ","ENSG00000277457"
"NM_024316","LENG1 ","ENSG00000278257"
"NM_024316","LENG1 ","ENSG00000276628"
"NM_024316","LENG1 ","ENSG00000276774"
"NM_024316","LENG1 ","ENSG00000105617"
"NM_024316","LENG1 ","ENSG00000276959"
"NM_024316","LENG1 ","ENSG00000278516"
"NM_024316","LENG1 ","ENSG00000278426"
"NM_024316","LENG1 ","ENSG00000275935"
"NM_024321","RBM42 ","ENSG00000126254"
"NM_024325","ZNF343 ","ENSG00000088876"
"NM_024326","FBXL15 ","ENSG00000107872"
"NM_024327","ZNF576 ","ENSG00000124444"
"NM_024328","THTPA ","ENSG00000259431"
"NM_024345","DCAF10 ","ENSG00000122741"
"NM_024407","NDUFS7 ","ENSG00000115286"
"NM_024496","IRF2BPL ","ENSG00000119669"
"NM_024509","LRFN3 ","ENSG00000126243"
"NM_024511","HAUS3 ","ENSG00000214367"
"NM_024515","WDR25 ","ENSG00000176473"
"NM_024516","PAGR1 ","ENSG00000280789"
"NM_024520","C2orf47 ","ENSG00000162972"
"NM_024523","GCC1 ","ENSG00000179562"
"NM_024527","ABHD8 ","ENSG00000127220"
"NM_024528","NKAP ","ENSG00000101882"
"NM_024537","CARS2 ","ENSG00000134905"
"NM_024540","MRPL24 ","ENSG00000143314"
"NM_024541","C10orf76 ","ENSG00000120029"
"NM_024544","MUL1 ","ENSG00000090432"
"NM_024551","ADIPOR2 ","ENSG00000006831"
"NM_024551","ADIPOR2 ","ENSG00000285070"
"NM_024556","FAM118B ","ENSG00000197798"
"NM_024562","TANGO6 ","ENSG00000103047"
"NM_024571","SNRNP25 ","ENSG00000161981"
"NM_024578","OCEL1 ","ENSG00000099330"
"NM_024580","EFTUD1 ","ENSG00000140598"
"NM_024583","SCRN3 ","ENSG00000144306"
"NM_024585","ARMC7 ","ENSG00000125449"
"NM_024586","OSBPL9 ","ENSG00000117859"
"NM_024591","CHMP6 ","ENSG00000176108"
"NM_024592","SRD5A3 ","ENSG00000128039"
"NM_024594","PANK3 ","ENSG00000120137"
"NM_024595","AKIRIN1 ","ENSG00000174574"
"NM_024598","USB1 ","ENSG00000103005"
"NM_024602","HECTD3 ","ENSG00000126107"
"NM_024604","RPAP3 ","ENSG00000005175"
"NM_024611","NARG2 ","ENSG00000128915"
"NM_024627","C22orf29 ","ENSG00000215012"
"NM_024630","ZDHHC14 ","ENSG00000175048"
"NM_024632","SAP30L ","ENSG00000164576"
"NM_024639","ZNF322 ","ENSG00000181315"
"NM_024640","YRDC ","ENSG00000196449"
"NM_024648","OGFOD3 ","ENSG00000181396"
"NM_024653","PRKRIP1 ","ENSG00000128563"
"NM_024661","CCDC51 ","ENSG00000164051"
"NM_024662","NAT10 ","ENSG00000135372"
"NM_024664","PPCS ","ENSG00000127125"
"NM_024666","AAGAB ","ENSG00000103591"
"NM_024678","NARS2 ","ENSG00000137513"
"NM_024683","TEFM ","ENSG00000172171"
"NM_024691","ZNF419 ","ENSG00000105136"
"NM_024699","ZFAND1 ","ENSG00000104231"
"NM_024705","DHRS12 ","ENSG00000102796"
"NM_024706","ZNF668 ","ENSG00000167394"
"NM_024707","GEMIN7 ","ENSG00000142252"
"NM_024710","ISOC2 ","ENSG00000063241"
"NM_024715","TXNDC15 ","ENSG00000113621"
"NM_024731","KLHL36 ","ENSG00000135686"
"NM_024740","ALG9 ","ENSG00000086848"
"NM_024741","ZNF408 ","ENSG00000175213"
"NM_024742","ARMC5 ","ENSG00000140691"
"NM_024747","HPS6 ","ENSG00000166189"
"NM_024755","SLTM ","ENSG00000137776"
"NM_024757","EHMT1 ","ENSG00000181090"
"NM_024805","RBFA ","ENSG00000101546"
"NM_024811","CPSF7 ","ENSG00000149532"
"NM_024818","UBA5 ","ENSG00000081307"
"NM_024819","DCAKD ","ENSG00000172992"
"NM_024834","MCMBP ","ENSG00000197771"
"NM_024835","GGNBP2 ","ENSG00000278311"
"NM_024835","GGNBP2 ","ENSG00000275099"
"NM_024836","ZNF672 ","ENSG00000171161"
"NM_024844","NUP85 ","ENSG00000125450"
"NM_024845","NAA60 ","ENSG00000122390"
"NM_024855","ACTR5 ","ENSG00000101442"
"NM_024864","MRM1 ","ENSG00000278619"
"NM_024864","MRM1 ","ENSG00000274853"
"NM_024874","KIAA0319L ","ENSG00000142687"
"NM_024876","ADCK4 ","ENSG00000123815"
"NM_024881","SLC35E1 ","ENSG00000127526"
"NM_024894","NOL10 ","ENSG00000115761"
"NM_024928","OBFC1 ","ENSG00000107960"
"NM_024941","TRAPPC13 ","ENSG00000113597"
"NM_024942","C10orf88 ","ENSG00000119965"
"NM_024945","RMI1 ","ENSG00000178966"
"NM_024946","FAM192A ","ENSG00000172775"
"NM_024954","UBTD1 ","ENSG00000165886"
"NM_024956","TMEM62 ","ENSG00000137842"
"NM_024960","PANK2 ","ENSG00000125779"
"NM_024996","GFM1 ","ENSG00000168827"
"NM_025029","MZT2B ","ENSG00000292119"
"NM_025029","MZT2B ","ENSG00000152082"
"NM_025065","RPF1 ","ENSG00000117133"
"NM_025072","PTGES2 ","ENSG00000148334"
"NM_025073","SIKE1 ","ENSG00000052723"
"NM_025075","THOC7 ","ENSG00000163634"
"NM_025076","UXS1 ","ENSG00000115652"
"NM_025078","PQLC1 ","ENSG00000122490"
"NM_025082","CENPT ","ENSG00000102901"
"NM_025083","EDC3 ","ENSG00000179151"
"NM_025115","TTI2 ","ENSG00000129696"
"NM_025124","TMEM134 ","ENSG00000172663"
"NM_025126","RNF34 ","ENSG00000170633"
"NM_025128","MUS81 ","ENSG00000172732"
"NM_025133","FBXO11 ","ENSG00000138081"
"NM_025136","OPA3 ","ENSG00000125741"
"NM_025137","SPG11 ","ENSG00000104133"
"NM_025140","CCDC92 ","ENSG00000275035"
"NM_025140","CCDC92 ","ENSG00000119242"
"NM_025141","TM2D3 ","ENSG00000184277"
"NM_025146","NAA50 ","ENSG00000121579"
"NM_025147","COQ10B ","ENSG00000115520"
"NM_025158","RUFY1 ","ENSG00000176783"
"NM_025158","RUFY1 ","ENSG00000284260"
"NM_025160","WDR26 ","ENSG00000162923"
"NM_025161","C17orf70 ","ENSG00000185504"
"NM_025180","CEP63 ","ENSG00000182923"
"NM_025181","SLC35F5 ","ENSG00000115084"
"NM_025191","EDEM3 ","ENSG00000116406"
"NM_025194","ITPKC ","ENSG00000086544"
"NM_025196","GRPEL1 ","ENSG00000109519"
"NM_025198","MTERFD3 ","ENSG00000120832"
"NM_025207","FLAD1 ","ENSG00000160688"
"NM_025209","EPC1 ","ENSG00000120616"
"NM_025219","DNAJC5 ","ENSG00000101152"
"NM_025230","DCAF11 ","ENSG00000284796"
"NM_025230","DCAF11 ","ENSG00000100897"
"NM_025233","COASY ","ENSG00000068120"
"NM_025234","WDR61 ","ENSG00000140395"
"NM_025235","TNKS2 ","ENSG00000107854"
"NM_025241","UBXN6 ","ENSG00000167671"
"NM_030571","NDFIP1 ","ENSG00000131507"
"NM_030573","THAP7 ","ENSG00000184436"
"NM_030577","TMEM177 ","ENSG00000144120"
"NM_030579","CYB5B ","ENSG00000103018"
"NM_030581","WDR59 ","ENSG00000103091"
"NM_030640","DUSP16 ","ENSG00000111266"
"NM_030640","DUSP16 ","ENSG00000280962"
"NM_030645","SH3BP5L ","ENSG00000175137"
"NM_030648","SETD7 ","ENSG00000145391"
"NM_030649","ACAP3 ","ENSG00000131584"
"NM_030650","KIAA1715 ","ENSG00000144320"
"NM_030662","MAP2K2 ","ENSG00000126934"
"NM_030752","TCP1 ","ENSG00000120438"
"NM_030755","TMX1 ","ENSG00000139921"
"NM_030768","ILKAP ","ENSG00000132323"
"NM_030780","SLC25A32 ","ENSG00000164933"
"NM_030782","CLPTM1L ","ENSG00000274811"
"NM_030782","CLPTM1L ","ENSG00000049656"
"NM_030790","ITFG1 ","ENSG00000129636"
"NM_030793","FBXO38 ","ENSG00000145868"
"NM_030794","TDRD3 ","ENSG00000083544"
"NM_030799","YIPF5 ","ENSG00000145817"
"NM_030808","NDEL1 ","ENSG00000166579"
"NM_030811","MRPS26 ","ENSG00000125901"
"NM_030818","CCDC130 ","ENSG00000104957"
"NM_030821","PLA2G12A ","ENSG00000123739"
"NM_030877","CTNNBL1 ","ENSG00000132792"
"NM_030882","APOL2 ","ENSG00000128335"
"NM_030912","TRIM8 ","ENSG00000171206"
"NM_030914","URM1 ","ENSG00000167118"
"NM_030917","FIP1L1 ","ENSG00000145216"
"NM_030920","ANP32E ","ENSG00000143401"
"NM_030922","NIPA2 ","ENSG00000140157"
"NM_030934","TRMT1L ","ENSG00000121486"
"NM_030937","CCNL2 ","ENSG00000221978"
"NM_030939","C6orf62 ","ENSG00000112308"
"NM_030953","TIGD6 ","ENSG00000164296"
"NM_030961","TRIM56 ","ENSG00000169871"
"NM_030963","RNF146 ","ENSG00000118518"
"NM_030969","TMEM14B ","ENSG00000137210"
"NM_030974","SHARPIN ","ENSG00000179526"
"NM_030978","ARPC5L ","ENSG00000136950"
"NM_030981","RAB1B ","ENSG00000174903"
"NM_031208","FAHD1 ","ENSG00000180185"
"NM_031209","QTRT1 ","ENSG00000213339"
"NM_031210","SLIRP ","ENSG00000119705"
"NM_031212","SLC25A28 ","ENSG00000155287"
"NM_031213","FAM108A1 ","ENSG00000129968"
"NM_031216","SEH1L ","ENSG00000085415"
"NM_031219","HDHD3 ","ENSG00000119431"
"NM_031280","MRPS15 ","ENSG00000116898"
"NM_031287","SF3B5 ","ENSG00000169976"
"NM_031288","INO80B ","ENSG00000115274"
"NM_031298","EMC6 ","ENSG00000127774"
"NM_031304","DOHH ","ENSG00000129932"
"NM_031307","PUS3 ","ENSG00000110060"
"NM_031372","HNRPDL ","ENSG00000152795"
"NM_031407","HUWE1 ","ENSG00000086758"
"NM_031417","MARK4 ","ENSG00000007047"
"NM_031420","MRPL9 ","ENSG00000143436"
"NM_031431","COG3 ","ENSG00000136152"
"NM_031432","UCK1 ","ENSG00000130717"
"NM_031434","TMUB1 ","ENSG00000164897"
"NM_031443","CCM2 ","ENSG00000136280"
"NM_031446","C18orf21 ","ENSG00000141428"
"NM_031454","SELO ","ENSG00000073169"
"NM_031462","CD99L2 ","ENSG00000102181"
"NM_031466","TRAPPC9 ","ENSG00000167632"
"NM_031472","TRPT1 ","ENSG00000149743"
"NM_031480","RIOK1 ","ENSG00000124784"
"NM_031483","ITCH ","ENSG00000078747"
"NM_031485","GRWD1 ","ENSG00000105447"
"NM_031488","L3MBTL2 ","ENSG00000100395"
"NM_031490","LONP2 ","ENSG00000102910"
"NM_031899","GORASP1 ","ENSG00000114745"
"NM_031902","MRPS5 ","ENSG00000144029"
"NM_031903","MRPL32 ","ENSG00000106591"
"NM_031905","ARMC10 ","ENSG00000170632"
"NM_031905","ARMC10 ","ENSG00000282813"
"NM_031922","REPS1 ","ENSG00000135597"
"NM_031925","TMEM120A ","ENSG00000189077"
"NM_031940","TM2D2 ","ENSG00000169490"
"NM_031953","SNX25 ",NA
"NM_032014","MRPS24 ","ENSG00000062582"
"NM_032015","RNF26 ","ENSG00000173456"
"NM_032025","EIF2A ","ENSG00000144895"
"NM_032027","TM2D1 ","ENSG00000162604"
"NM_032038","SPNS1 ","ENSG00000169682"
"NM_032039","ITFG3 ","ENSG00000167930"
"NM_032099","PCDHGB5 ","ENSG00000276547"
"NM_032102","SRSF8 ","ENSG00000263465"
"NM_032111","MRPL14 ","ENSG00000180992"
"NM_032112","MRPL43 ","ENSG00000055950"
"NM_032121","MAGT1 ","ENSG00000102158"
"NM_032125","TMEM222 ","ENSG00000186501"
"NM_032127","FAM160A2 ","ENSG00000051009"
"NM_032138","KBTBD7 ","ENSG00000120696"
"NM_032141","NSRP1 ","ENSG00000126653"
"NM_032164","ZNF394 ","ENSG00000160908"
"NM_032168","WDR75 ","ENSG00000115368"
"NM_032175","UTP15 ","ENSG00000164338"
"NM_032177","PHAX ","ENSG00000164902"
"NM_032182","FAM175B ","ENSG00000165660"
"NM_032188","KAT8 ","ENSG00000103510"
"NM_032193","RNASEH2C ","ENSG00000172922"
"NM_032194","RPF2 ","ENSG00000197498"
"NM_032195","SON ","ENSG00000159140"
"NM_032213","ELMOD3 ","ENSG00000115459"
"NM_032217","ANKRD17 ","ENSG00000132466"
"NM_032226","ZCCHC7 ","ENSG00000147905"
"NM_032231","FAM96A ","ENSG00000166797"
"NM_032233","SETD3 ","ENSG00000183576"
"NM_032237","SGK196 ","ENSG00000185900"
"NM_032259","WDR24 ","ENSG00000127580"
"NM_032271","TRAF7 ","ENSG00000131653"
"NM_032273","TMEM126A ","ENSG00000171202"
"NM_032276","RHBDD1 ","ENSG00000144468"
"NM_032280","ZCCHC9 ","ENSG00000131732"
"NM_032285","MRI1 ","ENSG00000037757"
"NM_032286","MED10 ","ENSG00000133398"
"NM_032286","MED10 ","ENSG00000291745"
"NM_032288","FYTTD1 ","ENSG00000122068"
"NM_032299","DCUN1D5 ","ENSG00000137692"
"NM_032302","PSMG3 ","ENSG00000157778"
"NM_032305","POLR3GL ","ENSG00000121851"
"NM_032307","C9orf64 ","ENSG00000165118"
"NM_032309","CHCHD5 ","ENSG00000125611"
"NM_032310","C9orf89 ","ENSG00000165233"
"NM_032311","POLDIP3 ","ENSG00000100227"
"NM_032312","YIPF4 ","ENSG00000119820"
"NM_032313","NOA1 ","ENSG00000084092"
"NM_032314","COQ5 ","ENSG00000110871"
"NM_032319","PRADC1 ","ENSG00000135617"
"NM_032324","NTPCR ","ENSG00000135778"
"NM_032325","EIF1AD ","ENSG00000175376"
"NM_032334","UTP23 ","ENSG00000147679"
"NM_032339","MIEN1 ","ENSG00000141741"
"NM_032340","MNF1 ","ENSG00000137288"
"NM_032344","NUDT22 ","ENSG00000149761"
"NM_032345","WIBG ","ENSG00000170473"
"NM_032350","C7orf50 ","ENSG00000146540"
"NM_032351","MRPL45 ","ENSG00000278845"
"NM_032351","MRPL45 ","ENSG00000277936"
"NM_032353","VPS25 ","ENSG00000131475"
"NM_032355","MON1A ","ENSG00000164077"
"NM_032356","LSMD1 ","ENSG00000183011"
"NM_032360","ACBD6 ","ENSG00000230124"
"NM_032364","DNAJC14 ","ENSG00000135392"
"NM_032366","C16orf13 ","ENSG00000130731"
"NM_032370","ZNF414 ","ENSG00000133250"
"NM_032373","PCGF5 ","ENSG00000180628"
"NM_032374","APOPT1 ",NA
"NM_032375","AKT1S1 ","ENSG00000204673"
"NM_032376","TMEM101 ","ENSG00000091947"
"NM_032382","COG8 ","ENSG00000213380"
"NM_032389","ARFGAP2 ","ENSG00000149182"
"NM_032390","MKI67IP ","ENSG00000155438"
"NM_032408","BAZ1B ","ENSG00000009954"
"NM_032409","PINK1 ","ENSG00000158828"
"NM_032431","SYVN1 ","ENSG00000162298"
"NM_032436","CHAMP1 ","ENSG00000198824"
"NM_032440","LCOR ","ENSG00000196233"
"NM_032448","FAM120B ","ENSG00000112584"
"NM_032448","FAM120B ","ENSG00000275333"
"NM_032449","CC2D1B ","ENSG00000154222"
"NM_032476","MRPS6 ","ENSG00000243927"
"NM_032477","MRPL41 ","ENSG00000182154"
"NM_032478","MRPL38 ","ENSG00000204316"
"NM_032479","MRPL36 ","ENSG00000171421"
"NM_032486","DCTN5 ","ENSG00000166847"
"NM_032490","C14orf142 ","ENSG00000170270"
"NM_032490","C14orf142 ","ENSG00000275619"
"NM_032492","JAGN1 ","ENSG00000171135"
"NM_032493","AP1M1 ","ENSG00000072958"
"NM_032509","MAK16 ","ENSG00000198042"
"NM_032520","GNPTG ","ENSG00000090581"
"NM_032527","ZGPAT ","ENSG00000197114"
"NM_032547","SCOC ","ENSG00000153130"
"NM_032557","USP38 ","ENSG00000170185"
"NM_032558","HIATL1 ","ENSG00000148110"
"NM_032560","SMEK1 ",NA
"NM_032569","GLYR1 ","ENSG00000140632"
"NM_032574","DPY30 ","ENSG00000162961"
"NM_032584","ZNF347 ","ENSG00000197937"
"NM_032593","HINT2 ","ENSG00000137133"
"NM_032601","MCEE ","ENSG00000124370"
"NM_032630","CINP ","ENSG00000100865"
"NM_032632","PAPOLA ","ENSG00000090060"
"NM_032635","TMEM147 ","ENSG00000105677"
"NM_032673","PCGF1 ","ENSG00000115289"
"NM_032683","MPV17L2 ","ENSG00000254858"
"NM_032704","TUBA1C ","ENSG00000167553"
"NM_032731","TXNDC17 ","ENSG00000129235"
"NM_032758","PHF5A ","ENSG00000100410"
"NM_032783","CBR4 ","ENSG00000145439"
"NM_032786","ZC3H10 ","ENSG00000135482"
"NM_032792","ZBTB45 ","ENSG00000119574"
"NM_032796","SYAP1 ","ENSG00000169895"
"NM_032804","ADO ","ENSG00000181915"
"NM_032806","GTDC2 ","ENSG00000144647"
"NM_032807","FBXO18 ","ENSG00000134452"
"NM_032809","FAM73B ","ENSG00000148343"
"NM_032810","ATAD1 ","ENSG00000138138"
"NM_032811","TBRG1 ","ENSG00000154144"
"NM_032815","NFATC2IP ","ENSG00000176953"
"NM_032822","FAM136A ","ENSG00000035141"
"NM_032830","CIRH1A ","ENSG00000262788"
"NM_032830","CIRH1A ","ENSG00000141076"
"NM_032833","PPP1R15B ","ENSG00000158615"
"NM_032836","FIZ1 ","ENSG00000179943"
"NM_032839","DIRC2 ","ENSG00000138463"
"NM_032840","SPRYD3 ","ENSG00000167778"
"NM_032847","C8orf76 ","ENSG00000189376"
"NM_032848","C12orf52 ","ENSG00000139405"
"NM_032850","ZFYVE19 ","ENSG00000166140"
"NM_032856","WDR73 ","ENSG00000291629"
"NM_032856","WDR73 ","ENSG00000177082"
"NM_032857","LACTB ","ENSG00000103642"
"NM_032859","ABHD13 ","ENSG00000139826"
"NM_032860","LTV1 ","ENSG00000135521"
"NM_032862","TIGD5 ","ENSG00000179886"
"NM_032862","TIGD5 ","ENSG00000278016"
"NM_032868","MPND ","ENSG00000008382"
"NM_032869","NUDCD1 ","ENSG00000120526"
"NM_032881","LSM10 ","ENSG00000181817"
"NM_032885","ATG4D ","ENSG00000130734"
"NM_032889","MFSD5 ","ENSG00000182544"
"NM_032901","COX14 ","ENSG00000178449"
"NM_032905","RBM17 ","ENSG00000134453"
"NM_032906","PYURF ","ENSG00000145337"
"NM_032907","UBL7 ","ENSG00000138629"
"NM_032907","UBL7 ","ENSG00000288408"
"NM_032927","TMEM128 ","ENSG00000132406"
"NM_032928","TMEM141 ","ENSG00000244187"
"NM_032936","TMEM60 ","ENSG00000135211"
"NM_032937","C9orf37 ",NA
"NM_032940","POLR2C ","ENSG00000102978"
"NM_032998","DEDD ","ENSG00000158796"
"NM_033055","HIAT1 ","ENSG00000156875"
"NM_033082","SARNP ","ENSG00000205323"
"NM_033083","EAF1 ","ENSG00000144597"
"NM_033089","ZCCHC3 ","ENSG00000247315"
"NM_033107","GTPBP10 ","ENSG00000105793"
"NM_033109","PNPT1 ","ENSG00000138035"
"NM_033112","RRP36 ","ENSG00000124541"
"NM_033114","ZCRB1 ","ENSG00000139168"
"NM_033116","NEK9 ","ENSG00000119638"
"NM_033117","RBM18 ","ENSG00000119446"
"NM_033161","SURF4 ","ENSG00000280951"
"NM_033161","SURF4 ","ENSG00000148248"
"NM_033177","GPANK1 ","ENSG00000223932"
"NM_033177","GPANK1 ","ENSG00000228605"
"NM_033177","GPANK1 ","ENSG00000232312"
"NM_033177","GPANK1 ","ENSG00000236011"
"NM_033177","GPANK1 ","ENSG00000206408"
"NM_033177","GPANK1 ","ENSG00000204438"
"NM_033177","GPANK1 ","ENSG00000233210"
"NM_033198","PIGS ","ENSG00000087111"
"NM_033200","LMF2 ","ENSG00000100258"
"NM_033224","PURB ","ENSG00000146676"
"NM_033257","DGCR6L ","ENSG00000128185"
"NM_033296","MRFAP1 ","ENSG00000179010"
"NM_033318","C22orf32 ","ENSG00000272901"
"NM_033318","C22orf32 ","ENSG00000183172"
"NM_033318","C22orf32 ","ENSG00000272835"
"NM_033318","C22orf32 ","ENSG00000274112"
"NM_033386","MICALL1 ","ENSG00000100139"
"NM_033408","TMEM205 ","ENSG00000105518"
"NM_033410","ZNF764 ","ENSG00000169951"
"NM_033414","ZNF622 ","ENSG00000173545"
"NM_033415","ARMC6 ","ENSG00000105676"
"NM_033416","IMP4 ","ENSG00000136718"
"NM_033418","METTL18 ","ENSG00000171806"
"NM_033420","TMEM259 ","ENSG00000182087"
"NM_033428","C9orf123 ","ENSG00000137038"
"NM_033453","ITPA ","ENSG00000125877"
"NM_033513","TPGS1 ","ENSG00000141933"
"NM_033540","MFN1 ","ENSG00000171109"
"NM_033542","SYS1 ","ENSG00000204070"
"NM_033546","MYL12B ","ENSG00000118680"
"NM_033547","INTS4 ","ENSG00000149262"
"NM_033549","TRIM41 ","ENSG00000146063"
"NM_033550","TP53RK ","ENSG00000172315"
"NM_033557","YIF1B ",NA
"NM_052849","C15orf57 ","ENSG00000128891"
"NM_052850","GADD45GIP1 ","ENSG00000179271"
"NM_052853","ADCK2 ","ENSG00000133597"
"NM_052857","ZNF830 ","ENSG00000198783"
"NM_052859","RFT1 ","ENSG00000163933"
"NM_052865","MGME1 ","ENSG00000125871"
"NM_052870","SNX18 ","ENSG00000178996"
"NM_052875","VPS26B ","ENSG00000151502"
"NM_052876","NACC1 ","ENSG00000160877"
"NM_052877","MED8 ","ENSG00000159479"
"NM_052879","LARP4 ","ENSG00000161813"
"NM_052927","PWWP2A ","ENSG00000170234"
"NM_052940","LRRC42 ","ENSG00000116212"
"NM_052951","DNTTIP1 ","ENSG00000101457"
"NM_052965","TSEN15 ","ENSG00000198860"
"NM_053023","ZFP91 ","ENSG00000186660"
"NM_053041","COMMD7 ","ENSG00000149600"
"NM_053043","RBM33 ","ENSG00000184863"
"NM_053045","TMEM203 ","ENSG00000187713"
"NM_053046","EGLN2 ","ENSG00000269858"
"NM_053050","MRPL53 ","ENSG00000204822"
"NM_053052","SNAP47 ","ENSG00000143740"
"NM_053053","TADA1 ","ENSG00000152382"
"NM_054027","ANKH ","ENSG00000154122"
"NM_057161","KLHDC3 ","ENSG00000124702"
"NM_057175","NAA15 ","ENSG00000164134"
"NM_058163","TSR2 ","ENSG00000158526"
"NM_058167","UBE2J2 ","ENSG00000160087"
"NM_058182","SMIM11 ","ENSG00000205670"
"NM_080391","PTP4A2 ","ENSG00000184007"
"NM_080476","PIGU ","ENSG00000101464"
"NM_080603","ZSWIM1 ","ENSG00000168612"
"NM_080604","TJAP1 ","ENSG00000137221"
"NM_080605","B3GALT6 ","ENSG00000176022"
"NM_080652","TMEM41A ","ENSG00000163900"
"NM_080655","MSANTD3 ","ENSG00000066697"
"NM_080666","WDR89 ","ENSG00000140006"
"NM_080670","SLC35A4 ","ENSG00000176087"
"NM_080677","DYNLL2 ","ENSG00000264364"
"NM_080678","UBE2F ","ENSG00000184182"
"NM_080748","ROMO1 ","ENSG00000125995"
"NM_080821","FAM210B ","ENSG00000124098"
"NM_080822","OVCA2 ","ENSG00000262664"
"NM_080861","SPSB3 ","ENSG00000162032"
"NM_080867","SOCS4 ","ENSG00000180008"
"NM_130466","UBE3B ","ENSG00000151148"
"NM_130809","PRRC1 ","ENSG00000164244"
"NM_133259","LRPPRC ","ENSG00000138095"
"NM_133368","RSPRY1 ","ENSG00000159579"
"NM_133370","YTHDC1 ","ENSG00000083896"
"NM_133370","YTHDC1 ","ENSG00000275272"
"NM_133444","ZNF526 ","ENSG00000167625"
"NM_133474","ZNF721 ","ENSG00000182903"
"NM_133476","ZNF384 ","ENSG00000126746"
"NM_133491","SAT2 ","ENSG00000141504"
"NM_138288","SPTSSA ","ENSG00000165389"
"NM_138300","PYGO2 ","ENSG00000163348"
"NM_138333","FAM122A ","ENSG00000187866"
"NM_138334","JOSD2 ","ENSG00000161677"
"NM_138343","KLC4 ","ENSG00000137171"
"NM_138346","KIAA2013 ","ENSG00000116685"
"NM_138352","SAMD1 ","ENSG00000141858"
"NM_138352","SAMD1 ","ENSG00000288488"
"NM_138361","LRSAM1 ","ENSG00000148356"
"NM_138362","FAM104B ","ENSG00000182518"
"NM_138369","BOD1 ","ENSG00000145919"
"NM_138381","OXNAD1 ","ENSG00000154814"
"NM_138385","TMEM129 ","ENSG00000168936"
"NM_138394","HNRPLL ","ENSG00000143889"
"NM_138395","MARS2 ","ENSG00000247626"
"NM_138400","NOM1 ","ENSG00000146909"
"NM_138408","GTF3C6 ","ENSG00000155115"
"NM_138417","KTI12 ","ENSG00000198841"
"NM_138423","CASC4 ","ENSG00000166734"
"NM_138425","C12orf57 ","ENSG00000111678"
